NamaBarang;Kategori
SKRUP CHANAL SDS 10 x 3.4 x 19 MM;METAL & GYPSUM
SKRUP CHANAL SDS 10 x 3.4 x 19 MM @ 1.000 BJ;METAL & GYPSUM
SKRUP CHANAL TASO;METAL & GYPSUM
SKRUP GYP 2,5 CM (BJ);METAL & GYPSUM
SKRUP GYP 2,5 CM @ 1.000 BJ;METAL & GYPSUM
SKRUP GYP 2,5 CM @ 750 BJ;METAL & GYPSUM
SKRUP GYP 3 CM (BJ);METAL & GYPSUM
SKRUP GYPS 3 CM @ 1000 BJ;METAL & GYPSUM
SKRUP GYPS 3 CM @ 600 BJ;METAL & GYPSUM
SKRUP GYPS 3 CM @ 620 BJ;METAL & GYPSUM
SKRUP GYPS 5 CM (BJ);METAL & GYPSUM
SKRUP GYPS 5 CM @ 500 BJ;METAL & GYPSUM
SKRUP GYPS 5 CM @ 600 BJ;METAL & GYPSUM
SKRUP GYPSUM 2,5 CM @ 1.000 BJ UNGGUL;METAL & GYPSUM
SKRUP GYPSUM 2.5CM @ 2000 PCS;METAL & GYPSUM
SKRUP GYPSUM 3 CM @1000 BJ;METAL & GYPSUM
SKRUP GYPSUM 5 CM @ 450 BJ;METAL & GYPSUM
SKRUP KALSIBOARD (BJ);METAL & GYPSUM
SKRUP KALSIBOARD @ 1.000 BJ (LION);METAL & GYPSUM
SKRUP KALSIBOARD @1000 BJ;METAL & GYPSUM
SKRUP KALSIBOARD 2,5 @ 1500 Kng;METAL & GYPSUM
SKRUP ONDULINE COKLAT;METAL & GYPSUM
SKRUP ONDULINE HITAM;METAL & GYPSUM
SKRUP ONDULINE MERAH;METAL & GYPSUM
SKRUP RENG SDS;METAL & GYPSUM
SKRUP RENG SDS @ 900 BJ;METAL & GYPSUM
SKRUP RENG TASO;METAL & GYPSUM
SKRUP SDS 12 X 20 RENG BJ;METAL & GYPSUM
SKRUP SDS 12 X 25 CHANAL BJ;METAL & GYPSUM
SKRUP TRIMDEK 12 x 50;METAL & GYPSUM
SOCKET AW 1;OTHER
SOCKET AW 1 1/4;OTHER
SOCKET AW 1/2;OTHER
SOCKET AW 3/4;OTHER
SOCKET D 2;OTHER
SOFT BOARD 12X120X240 ( RSK );OTHER
SPANDEK 0.25  PJG 6.2 MTR;METAL & GYPSUM
SPANDEK SILVER BUBBLE FOIL PJ 4 MTR;METAL & GYPSUM
SPANDEK SILVER BUBBLE FOIL PJ 5 MTR;METAL & GYPSUM
SPANDEK SILVER BUBBLE FOIL PJ 6,2 MTR;METAL & GYPSUM
STAR TB 18,5 X 35X4X0,35MMBJLA;METAL & GYPSUM
STAR TB 18,5X35X4X0,35MM BJLAS;METAL & GYPSUM
STAR TB 35 X 35 X 4 X 0,30 MM;METAL & GYPSUM
STAR TB 35X35 X4 X0,35 MMBJLAS;METAL & GYPSUM
STAR TB 35X35 X4X0,35MM BJLAS;METAL & GYPSUM
SUPERGROUT SG 8-01;OTHER
SWING CHECK VALVE 1/2`;OTHER
SWING CHECK VALVE 1`;OTHER
SWING CHECK VALVE 3/4`;OTHER
TAJIR 78 ROLLER 9 VARIASI BLUE;OTHER
TALANG SG 140 X 4 MTR PIPA MAS;OTHER
TEE AW 1;OTHER
TEE AW 3/4;OTHER
TEE D 1 1/2;OTHER
TEE D 1 1/4;OTHER
TEE D 2;OTHER
TEE D 3;OTHER
TERPAL A5 PERAHU LAYAR BIRU 02X03;OTHER
TERPAL A5 PERAHU LAYAR BIRU 03X03;OTHER
TERPAL A5 PERAHU LAYAR BIRU 03X05;OTHER
TERPAL A5 PERAHU LAYAR BIRU 05X07;OTHER
TERPAL A5 PERAHU LAYAR COKLAT 02X03;OTHER
TERPAL A5 PERAHU LAYAR COKLAT 03X03;OTHER
TERPAL A5 PERAHU LAYAR COKLAT 03X05;OTHER
TERPAL A5 PERAHU LAYAR COKLAT 05X07;OTHER
TERPAL A5 PERAHU LAYAR POLOS BIRU 03X04;OTHER
TERPAL A5 PERAHU LAYAR POLOS BIRU 04X05;OTHER
TERPAL A5 PERAHU LAYAR POLOS BIRU 04X06;OTHER
TERPAL A5 PERAHU LAYAR POLOS BIRU 05X06;OTHER
TERPAL A5 PERAHU LAYAR POLOS BIRU 06X08;OTHER
TERPAL A5 PERAHU LAYAR POLOS COKLAT 03X04;OTHER
TERPAL A5 PERAHU LAYAR POLOS COKLAT 04X05;OTHER
TERPAL A5 PERAHU LAYAR POLOS COKLAT 04X06;OTHER
TERPAL A5 PERAHU LAYAR POLOS COKLAT 05X06;OTHER
TERPAL A5 PERAHU LAYAR POLOS COKLAT 06X08;OTHER
TERPAL A5 PERAHU LAYAR POLOS COKLAT 06X10;OTHER
TERPAL BERUANG KUTUB POLOS BIRU 03X03;OTHER
TERPAL BERUANG KUTUB POLOS BIRU 03X04;OTHER
TERPAL BERUANG KUTUB POLOS BIRU 04X05;OTHER
TERPAL BERUANG KUTUB POLOS BIRU 06 X 08;OTHER
TERPAL BERUANG KUTUB POLOS BIRU 08X10;OTHER
TERPAL BERUANG KUTUB POLOS BIRU 10X12;OTHER
TERPAL BERUANG KUTUB POLOS COKELAT 02X03;OTHER
TERPAL BERUANG KUTUB POLOS COKELAT 03X03;OTHER
TERPAL BERUANG KUTUB POLOS COKELAT 03X04;OTHER
TERPAL BERUANG KUTUB POLOS COKELAT 03X05;OTHER
TERPAL BERUANG KUTUB POLOS COKLAT 05X06;OTHER
TERPAL BERUANG KUTUB POLOS COKLAT 05X07;OTHER
TERPAL TIGA LUMBA A3 POLOS COKLAT 04X06;OTHER
TERPAL TIGA LUMBA A3 POLOS COKLAT 05X07;OTHER
TERPAL TIGA LUMBA A3 SILVER BIRU 02X03;OTHER
TERPAL TIGA LUMBA A3 SILVER BIRU 03X03;OTHER
TERPAL TIGA LUMBA A3 SILVER BIRU 03X04;OTHER
TERPAL TIGA LUMBA A3 SILVER BIRU 03X05;OTHER
TERPAL TIGA LUMBA A3 SILVER BIRU 04X04;OTHER
TERPAL TIGA LUMBA A3 SILVER BIRU 04X05;OTHER
TERPAL TIGA LUMBA A3 SILVER BIRU 04X06;OTHER
TERPAL TIGA LUMBA A3 SILVER BIRU 05X06;OTHER
TERPAL TIGA LUMBA A3 SILVER BIRU 05X07;OTHER
TERPAL TIGA LUMBA A3 SILVER BIRU 06X08;OTHER
TERPAL TIGA LUMBA A3 SILVER COKLAT 02X03;OTHER
TERPAL TIGA LUMBA A3 SILVER COKLAT 03X03;OTHER
TERPAL TIGA LUMBA A3 SILVER COKLAT 03X04;OTHER
TERPAL TIGA LUMBA A3 SILVER COKLAT 04X04;OTHER
TERPAL TIGA LUMBA A3 SILVER COKLAT 04X05;OTHER
TERPAL TIGA LUMBA A3 SILVER COKLAT 04X06;OTHER
TERPAL TIGA LUMBA A3 SILVER COKLAT 05X06;OTHER
TERPAL TIGA LUMBA A3 SILVER COKLAT 05X07;OTHER
TERPAL TIGA LUMBA A3 SILVER COKLAT 06X08;OTHER
TEXTILE TAPE 2 CM @40 MTR;OTHER
TEXTILE TAPE 3 CM @ 50 MTR;OTHER
TIANG DOUBLE 150;OTHER
TIANG DOUBLE 200;OTHER
TIANG SINGLE 150;OTHER
TIANG SINGLE 180;OTHER
TRIMDEK 0,25  x 750  PJG 6 MTR;METAL & GYPSUM
TRIMDEK 0,25  x 750 PJG 5 MTR;METAL & GYPSUM
TRIMDEK 0,25 X 750 PJG 4 MTR;METAL & GYPSUM
TRIMDEK 0,25 X 750 X 6,2 MTR;METAL & GYPSUM
TRIMDEK 0,30 AZ 70 PJ 6 MTR SILVER;METAL & GYPSUM
TRIMDEK 0,35 AZ 100 PJ 6 MTR SILVER;METAL & GYPSUM
TRIMDEK 0.25 X 750 X 4 M SILVER (UNO);METAL & GYPSUM
TRIMDEK ASA RESIN BLUE UK 0.20 MM PJ 4 MTR;METAL & GYPSUM
TRIMDEK ASA RESIN BLUE UK 0.20 MM PJ 5 MTR;METAL & GYPSUM
TRIMDEK ASA RESIN BLUE UK 0.20 MM PJ 6 MTR;METAL & GYPSUM
TRIMDEK ASA RESIN BLUE UK 0.20 MM PJ 6.2 MTR;METAL & GYPSUM
TRIMDEK BUKIT SILVER 0.25 MM PJ 4 MTR;METAL & GYPSUM
TRIMDEK BUKIT SILVER 0.25 MM PJ 5 MTR;METAL & GYPSUM
TRIMDEK BUKIT SILVER 0.25 MM PJ 6 MTR;METAL & GYPSUM
TRIMDEK BUKIT SILVER 0.25 MM PJ 6.2 MTR;METAL & GYPSUM
TRIMDEK RESIN BLUE (UNO) 4 MTR;METAL & GYPSUM
TRIMDEK SILVER BD 0,25X4 MTR;METAL & GYPSUM
TRIMDEK SILVER BD 0,25 X 5 MTR;METAL & GYPSUM
TRIMDEK SILVER BD 0,25 X 6 MTR;METAL & GYPSUM
TRIMDEK SILVER BD 0,25X6 MTR;METAL & GYPSUM
TRIMDEK SILVER BT 0.25 PJ 4 MTR;METAL & GYPSUM
TRIMDEK SILVER BT 0.25 PJ 5 MTR;METAL & GYPSUM
TRIMDEK SILVER BT 0.25 PJ 6 MTR;METAL & GYPSUM
TRIMDEK SILVER BT 0.25 PJ 6.2 MTR;METAL & GYPSUM
TRIMDEK UNGGUL TULIP RESIN BLUE PJ 5 MTR;METAL & GYPSUM
TRIMDEK UNGGUL TULIP SILVER PJ 4 MTR;METAL & GYPSUM
TRIMDEK UNGGUL TULIP SILVER PJ 5 MTR;METAL & GYPSUM
TRIMDEK UNGGUL TULIP SILVER PJ 6 MTR;METAL & GYPSUM
TRIMDEK UNGGUL TULIP SILVER PJ 6,2 MTR;METAL & GYPSUM
TRIMDEX 0.25 X 750 X 5  MTR SILVER (UNO);METAL & GYPSUM
TRIMDEX 0.25 X 750 X 6 MTR SILVER (UNO);METAL & GYPSUM
TRIMDEX GARUDA 0,25 PJ 4 MTR;METAL & GYPSUM
TRIMDEX GARUDA 0,25 PJ 6,2 MTR;METAL & GYPSUM
TRIMDEX PUMA 0,25x750x5 MTR;METAL & GYPSUM
TRIMDEX RESIN BLUE (UNO) 5 MTR;METAL & GYPSUM
TRIMDEX RESIN BLUE (UNO) 6 MTR;METAL & GYPSUM
TRIMDEX RESIN BLUE (UNO) 6,2 MTR;METAL & GYPSUM
TRIMDEX RESIN BLUE 4 MTR;METAL & GYPSUM
TRIMDEX RESIN BLUE 5 MTR;METAL & GYPSUM
TRIMDEX RESIN BLUE 6 MTR;METAL & GYPSUM
TRIMDEX RESIN BLUE 6,2 MTR;METAL & GYPSUM
TRIMDEX SILVER (UNO) 0.25 PJ 6,2 MTR;METAL & GYPSUM
TRIMDEX SILVER 0,25 PJG 6,2 MTR;METAL & GYPSUM
TRIMDEX UNGGUL SILVER 0,35 AZ 100;METAL & GYPSUM
TRIMDEX UNGGUL TULIP RESIN BLUE PJ 4 MTR;METAL & GYPSUM
TRIMDEX UNGGUL TULIP RESIN BLUE PJ 6 MTR;METAL & GYPSUM
TRIMDEX UNGGUL TULIP RESIN BLUE PJ 6,2 MTR;METAL & GYPSUM
TUTUP BAWAH 100 CM;OTHER
TUTUP BAWAH 90 CM;OTHER
VALVE SOCKET AW 1 1/2;OTHER
VALVE SOCKET AW 1 1/4;OTHER
VALVE SOCKET AW 1/2;OTHER
VALVE SOCKET AW 2;OTHER
VALVE SOCKET AW 3/4;OTHER
VINILN AW 1/2 WHITE 4M (RSK);OTHER
VINILON AW 1 1/2 ABU 4 M;OTHER
VINILON AW 1 1/2 WHITE 4 M;OTHER
VINILON AW 1 1/4 ABU 4 M;OTHER
VINILON AW 1 1/4 WHITE 4 M;OTHER
VINILON AW 2 1/2 ABU 4 M;OTHER
VINILON AW 2 1/2 WHITE 4 M;OTHER
VINILON AW 3 ABU 4 M;OTHER
VINILON AW 3 WHITE 4 M;OTHER
VINILON AW 3/4 ABU 4 M;OTHER
VINILON AW 4 ABU 4 M;OTHER
VINILON AW 4 WHITE 4 M;OTHER
VINILON AW 5 WHITE 4 M;OTHER
VINILON D 1 1/2 WHITE 4 M;OTHER
VINILON D 1 1/4 WHITE 4 M;OTHER
VINILON D 2 ABU 4 M;OTHER
VINILON D 2 WHITE 4 M;OTHER
VINILON D 4 ABU 4 M;OTHER
VINILON D 4 WHITE 4 M;OTHER
VINILON D 5 WHITE 4 M;OTHER
VINILON D 6 WHITE 4 M;OTHER
VINILON D 8 PUTIH;OTHER
VINILON OD 1/2 PUTIH 4 M;OTHER
VINILON OD 5/8 WHITE 4 M;OTHER
WALL ANGLE A+ 18 x 18;METAL & GYPSUM
WALL ANGLE A+ 20 x 20;METAL & GYPSUM
WALL ANGLE ACCOUSTIC;METAL & GYPSUM
WALL ANGLE LIPAT @ 3 M;METAL & GYPSUM
WALL ANGLE LIPAT @ 3 M (RSK);METAL & GYPSUM
WIRE MESH 1.2 x 7.5 CM x 7.5 CM x 1.8 MTR x 30 MTR;OTHER
YT ANGLE VALVE AGB 1/2;OTHER
YT ANGLE VALVE AGLF 1/2;OTHER
YT ANGLE VALVE AGZD 1/2;OTHER
YT BALL -V 400 PSI FIG.FB 1/2;OTHER
YT BALL -V 400 PSI FIG.FB 3/4;OTHER
YT BALL VALVE (PVC BVS) 1;OTHER
YT BALL VALVE (PVC BVS) 1/2;OTHER
YT BALL-V SOC YT PVC BVOP 1;OTHER
YT BALL-V SOC YT PVC BVOP 3/4;OTHER
YT BALL-V SOC YTPVC BVOP 11/2;OTHER
YT BALL-V SOC YTPVC BVOP 11/4;OTHER
YT BASIN MIXER SP03BS 1/2;OTHER
YT BASIN SINK TAP TSBLF 1/2;OTHER
YT BASIN TAP ABS TBAC 1/2;OTHER
YT BASIN TAP ABS TBAW 1/2;OTHER
YT BASIN TAP TBLF 1/2;OTHER
YT BASIN TAP TBOZ 1/2;OTHER
YT BATHTUB MIXER SP 01BM 1/2;OTHER
YT BIBCOCK ABS BALC 1/2;OTHER
YT BIBCOCK ABS BAMHW 1/2;OTHER
YT BIBCOCK BLACK BCH 1/2;OTHER
YT BIBCOCK BLUE BCB 3/4;OTHER
YT BIBCOCK ZN YUTA BLLF 1/2;OTHER
YT BIBCOCK ZN YUTA BMLF 1/2;OTHER
YT BIDET SET STF-Ivory 1/2;OTHER
YT CHECK-VALV 125 PSI (C) 1;OTHER
YT CHECK-VALV 125 PSI (C) 1/2;OTHER
YT CHECK-VALV 125 PSI (C) 3/4;OTHER
YT CHECK-VALV 200 PSI (C) 1;OTHER
YT CHECK-VALV125 PSI(C) 1 1/4;OTHER
YT DOUBLE NIPPLE DNB 1;OTHER
YT DOUBLE TAP ABS TDAHC 1/2;OTHER
YT FILTER TUSEN KLEP FTS 1/2;OTHER
YT FILTER TUSEN KLEP FTS 3/4;OTHER
YT FLOOR DRAIN DFSM 3;OTHER
YT FLOOR DRAIN DFVM 3;OTHER
YT FLOOR DRAIN DFZS 3;OTHER
YT FOOT-VALVE PVC PFV 1;OTHER
YT GATE VALVE 125 Psi GT 1/2;OTHER
YT METERAN YUTA 3 M;OTHER
YT METERAN YUTA 7,5 M;OTHER
YT PELAMPNG STL (Fig.901) 1/2;OTHER
YT PTFE SEAL TAPE 12MM;OTHER
YT PTFE SEAL TAPE 25MM;OTHER
YT SHOWER MIXER SP02M 1/2;OTHER
YT SINK MIXER SP04STL 1/2;OTHER
YT SINK MIXER SP05SW 1/2;OTHER
YT SINK TAP ABS TSA (TSV) 1/2;OTHER
YT SINK TAP TS 1/2;OTHER
YT TUSEN KLEP Fig - TL 1;OTHER
YT TUSEN KLEP Fig - TL 1/2;OTHER
TRIMDEK SILVER RJ 25 DECK 760 X 6 MTR;METAL & GYPSUM
TRIMDEK SILVER RJ 25 DECK 760 X 5 MTR;METAL & GYPSUM
RENG BUKIT R30 - GLC;METAL & GYPSUM
TERPAL TIGA LUMBA A3 SILVER UNGU 03X04;OTHER
TRIMDEK SILVER RJ 25 DECK 760 X 4 MTR;METAL & GYPSUM
TERPAL A12 BERUANG SUPER GOLD POLOS BIRU 02X03;OTHER
KALSIGROVE 7,5 X 3 M (120 X 300);EBPI
ELBOW (Dv) 4 PIPA MAS;OTHER
FAUCET ELBOW AW (KDD)  1/2;OTHER
SOCKET D 1 1/4;OTHER
ELBOW D (KNEE D) 45 2 1/2;OTHER
TRIMDEK SILVER RJ 25 DECK 760 X 6.2 MTR;METAL & GYPSUM
RENG BUKIT R30-40 ASIMETRIS;METAL & GYPSUM
SPANDEK SILVER BD 0,25X6 MTR;METAL & GYPSUM
KALSIFLOOR 14MM 60 X 120;EBPI
A. BUBBLE FOIL (IF) 4MMX1,2X25;OTHER
CHANAL BT35 C75A;METAL & GYPSUM
CHANAL BT35 C75-75;METAL & GYPSUM
BIBCOCK ABS YUTA BALC 1/2;OTHER
BIBCOCK ABS YUTA BAMHW 1/2;OTHER
TRIMDEK RESIN BLUE BD 0,25X4M;METAL & GYPSUM
CORNICE ADH APLUS @ 20 BKS;METAL & GYPSUM
KALSIPLANK CEDAR 9MM (20X400);EBPI
RENG BUKIT R30-40;METAL & GYPSUM
NOK TRIMDEK 0,25 PJ 3 MTR;METAL & GYPSUM
TRIMDEK SILVER BD 0,25X5 MTR;METAL & GYPSUM
TRIMDEK SILVER BKT 0,25X 6 MTR;METAL & GYPSUM
HOLLOW BUKIT 0,30 4X4 PJ 4 MTR;METAL & GYPSUM
TRIMDEK SILVER BKT0,25X 6,2MTR;METAL & GYPSUM
TRIMDEK RESIN BLUE BD 0,25X5M;METAL & GYPSUM
HOLLOW S 2 X 4 0,35;METAL & GYPSUM
HOLLOW BUKIT 0,30 2X4 PJ 4 MTR;METAL & GYPSUM
HOLLOW S 4 X 4 0,35;METAL & GYPSUM
WALL ANGLE BUKIT;METAL & GYPSUM
SHEDOWLINE BUKIT@ 3 M;METAL & GYPSUM
GO GREEN HIJAU 210 X 80;OTHER
GO GREEN HIJAU 240 X 80;OTHER
GO GREEN HIJAU 300 X 80;OTHER
GO GREEN MERAH 210 X 80;OTHER
GO GREEN MERAH 240 X 80;OTHER
TRIMDEK RESIN BLUE BD 0,25X6M;METAL & GYPSUM
CHANAL BT30 C75A;METAL & GYPSUM
RENG R30-35 X 6 MTR A-SIMETRIS;METAL & GYPSUM
RENG BUKIT R30 - 35;METAL & GYPSUM
HOLLOW MBT 0.30 2X4 PJ 4MTR;METAL & GYPSUM
KALSIPLINTH 8 MM (10 X 300);EBPI
ALUMINIUM B. FOIL 4MMX1,25X25M;OTHER
CHANAL BT30 C75-75;METAL & GYPSUM
CHANAL KASO (KSO) C75 -75 X 6M;METAL & GYPSUM
CHANAL TASO (KSO) C75 -75 X 6M;METAL & GYPSUM
GO GREEN BR PREMIUM II 180X80;OTHER
GO GREEN MTL PREMIUM II 180X80;OTHER
KALSI JOINT COMPOUND @20 KG;EBPI
KALSI SCREW FL 20 MM @ 100;EBPI
KALSI SCREW FL 20 MM @ 1000;EBPI
KALSIDECK MERANTI 20MM(20X240);EBPI
KALSIQUA 8 MM (120 X 240);EBPI
METAL STUD 7,6  @ 3 M;METAL & GYPSUM
NOK SAKURA STONE DIAMOND BLACK;METAL & GYPSUM
NOK TRIMDEX 0.25 PJ 4 MTR;METAL & GYPSUM
RENG KASO MINI 30 - 0,45 X 6M;METAL & GYPSUM
SPANDEK SILVER BD 0,25X4 MTR;METAL & GYPSUM
SPANDEK SILVER BD 0,25X5 MTR;METAL & GYPSUM
SPANDEK SILVER BD 0,25X6,2 MTR;METAL & GYPSUM
TERPAL A5 PERAHU LYR CKLT 2X3;OTHER
TRIMDEK SILVER BD 0,25X6,2 MTR;METAL & GYPSUM
TRIMDEK SILVER BKT 0,25X 4 MTR;METAL & GYPSUM
TRIMDEK SILVER BKT 0,25X 5 MTR;METAL & GYPSUM
ACCOSTIC ANF AMSTRONG @ 10 LBR;OTHER
CHANAL KS C75 - 0,65 X 6 M;METAL & GYPSUM
CLEAN OUT D 3;OTHER
EMBER COR GO GREEN 18 (S);OTHER
ETER6 5MM (100 X 180);EBPI
FAUCET ELBOW AW (KDD) 1/2;OTHER
FIBER TAPE BLITZ VPR 3CM X 40M;OTHER
GL 9 TINTED BLUE 0,25 PJ 6,2 M;METAL & GYPSUM
HOLLOW BOS 0,35 2 X 4 PJ 4 MTR;METAL & GYPSUM
HOLLOW GN 0,30 2X4 PJG 4 MTR;METAL & GYPSUM
HOLLOW GN 0,30 4X4 PJG 4 MTR;METAL & GYPSUM
KALSIGROOVE 7,5MM (120 X 240);EBPI
KALSIGROOVE 7,5MMX120X270;EBPI
NOK JURAI 3 MTR;METAL & GYPSUM
OPTIMA COR 1KG (1 DUS@12 KLG);OTHER
OPTIMA COR 5KG (1 DUS @ 4 JRG);OTHER
PAKU GYPSUM @20 KG;METAL & GYPSUM
RCKWOL SF N SILENTD80 5X60X120;OTHER
RENG BUKIT R28 - 30;METAL & GYPSUM
RENG TASO (MX) 32 - 0,45 X 6M;METAL & GYPSUM
ROLL GLVLM 0,25 L120 PJ 50 MTR;METAL & GYPSUM
ROOCWOOL SLAB 6050X120X6LBR;OTHER
RUNNER 7,6  @ 3 M;METAL & GYPSUM
SELANG FLEKSIBEL 40 CM;OTHER
SPANDEK FERDAM AK 0,25X6,2MTR;METAL & GYPSUM
SPANDEK SVR BUBBLE FOIL PJ 4M;METAL & GYPSUM
SPANDEK SVR BUBBLE FOIL PJ6,2M;METAL & GYPSUM
TERPAL A15 BERUANG ORANGE4X6;OTHER
TERPAL A15 BERUANG ORANGE5X6;OTHER
TERPAL A5 PERAHU LYR BIRU 5X6;OTHER
TERPAL A5 PERAHU LYR BIRU 5X7;OTHER
TERPAL A5 PERAHU LYR CKLT 3X5;OTHER
TERPAL A5 PERAHU LYR CKLT 4X5;OTHER
TERPAL A5 PERAHU LYR CKLT 5X6;OTHER
TERPAL A5 PERAHU LYR CKLT 6X10;OTHER
TERPAL BERUANG KUTUB BIRU 6X8;OTHER
TERPAL BERUANG KUTUB CKLT 3X5;OTHER
TRIMDEK 0,30 X 750  X 6 MTR;METAL & GYPSUM
TRIMDEK RESIN BLUE BD0,25X6,2M;METAL & GYPSUM
TRIMDEX UNGGUL TULIP RB 6,2 M;METAL & GYPSUM
